name,s,betx,bety,alfx,alfy,dx,dy
sffb3b__005,552.363416687603,73.0166045243594,4514.098148629087,11.29848187400902,154.7213540710627,-0.0043681776582276035,0.0
sffb3b__006,555.2469716608601,22.507901837895147,3665.899589603243,6.217640813047101,139.4289454349964,-0.0044553892138308685,-0.0
sffb3b__007,558.1305266341172,1.3009681708508591,2905.894032528627,1.136799752058836,124.13653679893024,-0.0045455780796888,-0.0
sffb3b__008,561.0140816073744,9.395803523315612,2234.0814774052315,-3.9440413089338806,108.8441281628638,-0.004638744255724806,0.0
sffb3b__009,563.8976365806315,46.79240789525731,1650.461924233059,-9.024882369910483,93.5517195267972,-0.004734887741969938,0.0
sffb3b__010,566.7811915538886,113.49078128651549,1155.0353730121174,-14.10572343084821,78.25931089073084,-0.004834008538442826,-0.0
lx0__007,569.6647465271457,209.49092369678903,747.8018237424031,-19.186564491724276,62.966902254664575,-0.004936106645145538,-0.0
qf3a__001,570.1453390226885,228.33973053088744,688.503885164931,-20.033371335210457,60.41816748198687,-0.004953371105444745,-0.0
lx0__008,573.2691902437174,357.0455894098649,382.9037749059998,-20.56780757364189,38.825852640532815,-0.0049573091724537995,-0.0
sffb2__001,573.7497827392602,377.089361073147,346.49484947444085,-21.13856913671572,36.9325617525799,-0.0049412520244019875,-0.0
sffb2__002,576.6333377125173,508.8727474587075,166.25715537554422,-24.563138514976085,25.57281642486244,-0.004846407637512071,-0.0
sffb2__003,579.5168926857745,660.4060019678981,51.532361546001326,-27.987707893132615,14.213071097145015,-0.004754560253407888,-0.0
sffb2__004,582.4004476590316,831.689124600366,2.320467985811878,-31.4122772711803,2.8533257694276113,-0.0046657098720731885,-0.0
sffb2__005,585.2840026322887,1022.7221153544316,18.621474694975692,-34.836846649069,-8.50641955828977,-0.0045798564935928395,-0.0
sffb2__006,588.1675576055458,1233.5049742298604,100.43538167349264,-38.26141602680858,-19.866164886007144,-0.004497000117884044,-0.0
sffb2__007,591.0511125788029,1464.0377012258357,247.7621889213641,-41.68598540438656,-31.22591021372465,-0.004417140744986129,-0.0
sffb2__008,593.93466755206,1714.3202963426547,460.6018964385871,-45.11055478182147,-42.58565554144196,-0.004340278374870118,-0.0
sffb2__009,596.8182225253171,1984.3527595770274,738.9545042251611,-48.53512415903651,-53.94540086915918,-0.004266413007556708,-0.0
sffb2__010,599.7017774985742,2274.1350909291664,1082.8200122810858,-51.959693536052626,-65.30514619687631,-0.004195544643014851,-0.0
lx0__009,602.5853324718313,2583.6672903997246,1492.198420606359,-55.38426291289497,-76.66489152459324,-0.004127673281314926,-0.0
qd2__001,603.0659249673741,2637.176116377851,1566.7974650756498,-55.95502447583331,-78.5581824125462,-0.0041166111379283814,-0.0
lx0__010,606.189776188403,3149.3366321644107,1999.095223089394,-110.81047929757482,-57.436460684220144,-0.004150888423998288,-0.0
sffb1__001,606.6703686839459,3256.746601672321,2054.683552493578,-112.68441607438828,-58.229784460510466,-0.00417254279461513,-0.0
sffb1__002,609.553923657203,3939.031616707154,2404.2266779623556,-123.92803673517336,-62.989727118252226,-0.004302923500118813,0.0
sffb1__003,612.4374786304601,4686.159828289053,2781.2209160774382,-135.17165739589666,-67.74966977599404,-0.004434213169215191,0.0
sffb1__004,615.3210336037172,5498.131236418448,3185.666266838824,-146.41527805657572,-72.50961243373588,-0.004566411801911194,-0.0
sffb1__005,618.2045885769743,6374.945841094455,3617.562730246519,-157.65889871719003,-77.26955509147784,-0.004699519398215101,-0.0
sffb1__006,621.0881435502314,7316.603642316051,4076.9103063005127,-168.90251937772038,-82.02949774921971,-0.00483353595810725,-0.0
sffb1__007,623.9716985234885,8323.104640085654,4563.708995000813,-180.1461400382265,-86.78944040696165,-0.004968461481603162,0.0
sffb1__008,626.8552534967456,9394.448834398958,5077.958796347418,-191.38976069861783,-91.54938306470359,-0.005104295968689384,0.0
sffb1__009,629.7388084700027,10530.636225256216,5619.659710340333,-202.63338135890916,-96.30932572244566,-0.005241039419384548,-0.0
sffb1__010,632.6223634432598,11731.666812660727,6188.811736979516,-213.8770020191696,-101.0692683801872,-0.005378691833679335,-0.0
lx0__011,635.5059184165169,12997.540596606628,6785.414876264977,-225.12062267929332,-105.82921103792835,-0.005517253211575819,0.0
